County,Population,Poverty,Poverty_Ugstudents,
    Estimate,"4,266","1,310",16,
"Lauderdale County, Tennessee",,,,
    Estimate,"21,698","4,572",134,
"Lawrence County, Tennessee",,,,
    Estimate,"43,176","6,418",220,
"Lewis County, Tennessee",,,,
    Estimate,"12,461","2,039",37,
"Lincoln County, Tennessee",,,,
    Estimate,"34,148","4,420",0,
"Loudon County, Tennessee",,,,
    Estimate,"56,565","6,783",24,
"McMinn County, Tennessee",,,,
    Estimate,"51,640","6,578",140,
"McNairy County, Tennessee",,,,
    Estimate,"24,599","4,010",26,
"Macon County, Tennessee",,,,
    Estimate,"25,078","4,219",39,
"Madison County, Tennessee",,,,
    Estimate,"91,517","16,296",993,
"Marion County, Tennessee",,,,
    Estimate,"28,084","4,531",128,
"Marshall County, Tennessee",,,,
    Estimate,"34,433","4,005",38,
"Maury County, Tennessee",,,,
    Estimate,"102,281","9,999",126,
"Meigs County, Tennessee",,,,
    Estimate,"12,815","1,726",53,
"Monroe County, Tennessee",,,,
    Estimate,"45,274","6,876",164,
"Montgomery County, Tennessee",,,,
    Estimate,"218,937","24,537","1,976",
"Moore County, Tennessee",,,,
    Estimate,"6,390",476,40,
"Morgan County, Tennessee",,,,
    Estimate,"18,558","2,850",18,
"Obion County, Tennessee",,,,
    Estimate,"28,958","5,378",196,
"Overton County, Tennessee",,,,
    Estimate,"21,984","3,563",64,
"Perry County, Tennessee",,,,
    Estimate,"8,184","1,456",26,
"Pickett County, Tennessee",,,,
    Estimate,"4,940","1,185",3,
"Polk County, Tennessee",,,,
    Estimate,"17,138","2,392",98,
"Putnam County, Tennessee",,,,
    Estimate,"76,148","13,867","2,472",
"Rhea County, Tennessee",,,,
    Estimate,"32,393","5,066",157,
"Roane County, Tennessee",,,,
    Estimate,"53,463","6,267",135,
"Robertson County, Tennessee",,,,
    Estimate,"71,810","7,083",322,
"Rutherford County, Tennessee",,,,
    Estimate,"342,105","31,564","4,131",
"Scott County, Tennessee",,,,
    Estimate,"20,891","4,859",127,
"Sequatchie County, Tennessee",,,,
    Estimate,"15,990","3,430",18,
"Sevier County, Tennessee",,,,
    Estimate,"95,295","12,442",581,
"Shelby County, Tennessee",,,,
    Estimate,"869,022","151,384","5,485",
"Smith County, Tennessee",,,,
    Estimate,"19,597","1,995",33,
"Stewart County, Tennessee",,,,
    Estimate,"13,461","2,173",69,
"Sullivan County, Tennessee",,,,
    Estimate,"153,596","22,933",705,
"Sumner County, Tennessee",,,,
    Estimate,"195,425","16,863",878,
"Tipton County, Tennessee",,,,
    Estimate,"59,270","7,781",355,
"Trousdale County, Tennessee",,,,
    Estimate,"9,088","1,063",28,
"Unicoi County, Tennessee",,,,
    Estimate,"17,039","2,377",219,
"Union County, Tennessee",,,,
    Estimate,"19,664","2,682",67,
"Van Buren County, Tennessee",,,,
    Estimate,"6,064",976,0,
"Warren County, Tennessee",,,,
    Estimate,"40,072","6,273",138,
"Washington County, Tennessee",,,,
    Estimate,"127,908","19,890","2,527",
"Wayne County, Tennessee",,,,
    Estimate,"14,026","2,756",54,
"Weakley County, Tennessee",,,,
    Estimate,"29,927","5,635",797,
"White County, Tennessee",,,,
    Estimate,"26,797","3,398",27,
"Williamson County, Tennessee",,,,
    Estimate,"251,310","11,766",773,
"Wilson County, Tennessee",,,,
    Estimate,"150,968","12,051",477,
"Anderson County, Texas",,,,
    Estimate,"46,356","7,912",33,
"Andrews County, Texas",,,,
    Estimate,"17,608","2,712",77,
"Angelina County, Texas",,,,
    Estimate,"81,483","12,834",391,
"Aransas County, Texas",,,,
    Estimate,"24,069","3,408",115,
"Archer County, Texas",,,,
    Estimate,"8,563",779,31,
"Armstrong County, Texas",,,,
    Estimate,"1,689",81,0,
"Atascosa County, Texas",,,,
    Estimate,"48,615","7,477",186,
"Austin County, Texas",,,,
    Estimate,"30,059","3,522",82,
"Bailey County, Texas",,,,
    Estimate,"6,356",760,24,
"Bandera County, Texas",,,,
    Estimate,"21,135","2,891",129,
"Bastrop County, Texas",,,,
    Estimate,"98,898","10,205",167,
"Baylor County, Texas",,,,
    Estimate,"3,330",729,5,
"Bee County, Texas",,,,
    Estimate,"23,309","3,908",535,
"Bell County, Texas",,,,
    Estimate,"358,045","51,533","3,163",
"Bexar County, Texas",,,,
    Estimate,"1,953,122","280,841","18,676",
"Blanco County, Texas",,,,
    Estimate,"12,043",957,3,
"Borden County, Texas",,,,
    Estimate,678,53,0,
"Bosque County, Texas",,,,
    Estimate,"17,708","1,636",33,
"Bowie County, Texas",,,,
    Estimate,"83,155","13,310",225,
"Brazoria County, Texas",,,,
    Estimate,"362,818","26,575","1,587",
"Brazos County, Texas",,,,
    Estimate,"216,164","52,571","25,293",
"Brewster County, Texas",,,,
    Estimate,"8,854",799,35,
"Briscoe County, Texas",,,,
    Estimate,"1,233",217,1,
"Brooks County, Texas",,,,
    Estimate,"6,479","1,197",129,
"Brown County, Texas",,,,
    Estimate,"35,350","5,242",118,
"Burleson County, Texas",,,,
    Estimate,"18,154","2,292",42,
"Burnet County, Texas",,,,
    Estimate,"50,286","3,936",129,
"Caldwell County, Texas",,,,
    Estimate,"44,982","5,618",406,
"Calhoun County, Texas",,,,
    Estimate,"18,899","1,436",26,
"Callahan County, Texas",,,,
    Estimate,"13,596","1,245",73,
"Cameron County, Texas",,,,
    Estimate,"406,684","98,832","4,495",
"Camp County, Texas",,,,
    Estimate,"12,191","2,374",101,
"Carson County, Texas",,,,
    Estimate,"5,608",424,27,
"Cass County, Texas",,,,
    Estimate,"27,045","4,697",90,
"Castro County, Texas",,,,
    Estimate,"6,941","1,316",20,
"Chambers County, Texas",,,,
    Estimate,"48,693","5,793",176,
"Cherokee County, Texas",,,,
    Estimate,"46,848","8,265",338,
"Childress County, Texas",,,,
    Estimate,"5,143",670,15,
"Clay County, Texas",,,,
    Estimate,"10,082",857,12,
"Cochran County, Texas",,,,
    Estimate,"2,323",634,5,
"Coke County, Texas",,,,
    Estimate,"3,133",703,30,
"Coleman County, Texas",,,,
    Estimate,"7,474","1,464",7,
"Collin County, Texas",,,,
    Estimate,"1,117,052","68,809","5,314",
"Collingsworth County, Texas",,,,
    Estimate,"2,434",497,6,
"Colorado County, Texas",,,,
    Estimate,"19,701","2,125",81,
"Comal County, Texas",,,,
    Estimate,"176,674","11,619",414,
"Comanche County, Texas",,,,
    Estimate,"13,433","2,132",3,
"Concho County, Texas",,,,
    Estimate,"2,413",256,3,
"Cooke County, Texas",,,,
    Estimate,"40,873","5,335",46,
"Coryell County, Texas",,,,
    Estimate,"64,829","7,256",410,
"Cottle County, Texas",,,,
    Estimate,"1,288",192,0,
"Crane County, Texas",,,,
    Estimate,"4,312",413,24,
"Crockett County, Texas",,,,
    Estimate,"2,738",258,0,
"Crosby County, Texas",,,,
    Estimate,"4,791",940,0,
"Culberson County, Texas",,,,
    Estimate,"2,052",388,0,
"Dallam County, Texas",,,,
    Estimate,"7,064",667,0,
"Dallas County, Texas",,,,
    Estimate,"2,483,375","338,184","16,488",
"Dawson County, Texas",,,,
    Estimate,"9,782","1,858",33,
"Deaf Smith County, Texas",,,,
    Estimate,"17,351","3,090",97,
"Delta County, Texas",,,,
    Estimate,"5,024",539,4,
"Denton County, Texas",,,,
    Estimate,"935,344","65,760","10,976",
"DeWitt County, Texas",,,,
    Estimate,"17,450","2,984",100,
"Dickens County, Texas",,,,
    Estimate,"1,677",297,2,
"Dimmit County, Texas",,,,
    Estimate,"7,926","3,278",69,
"Donley County, Texas",,,,
    Estimate,"2,768",215,1,
"Duval County, Texas",,,,
    Estimate,"8,724","2,896",0,
"Eastland County, Texas",,,,
    Estimate,"16,542","2,716",106,
"Ector County, Texas",,,,
    Estimate,"153,876","24,369",801,
"Edwards County, Texas",,,,
    Estimate,"1,214",365,0,
"Ellis County, Texas",,,,
    Estimate,"203,198","13,964",372,
"El Paso County, Texas",,,,
    Estimate,"821,747","152,030","9,379",
"Erath County, Texas",,,,
    Estimate,"39,016","6,325","1,738",
"Falls County, Texas",,,,
    Estimate,"14,813","2,220",212,
"Fannin County, Texas",,,,
    Estimate,"33,288","4,487",174,
"Fayette County, Texas",,,,
    Estimate,"23,865","2,016",46,
"Fisher County, Texas",,,,
    Estimate,"3,511",480,8,
"Floyd County, Texas",,,,
    Estimate,"4,969",866,10,
"Foard County, Texas",,,,
    Estimate,914,52,0,
"Fort Bend County, Texas",,,,
    Estimate,"858,097","64,286","3,943",
"Franklin County, Texas",,,,
    Estimate,"10,164","1,165",31,
"Freestone County, Texas",,,,
    Estimate,"17,991","2,242",127,
"Frio County, Texas",,,,
    Estimate,"15,849","3,023",0,
"Gaines County, Texas",,,,
    Estimate,"20,927","1,455",33,
"Galveston County, Texas",,,,
    Estimate,"340,825","39,349","2,349",
"Garza County, Texas",,,,
    Estimate,"3,624",315,8,
"Gillespie County, Texas",,,,
    Estimate,"26,436","2,484",34,
"Glasscock County, Texas",,,,
    Estimate,"1,019",85,2,
"Goliad County, Texas",,,,
    Estimate,"6,782",895,7,
"Gonzales County, Texas",,,,
    Estimate,"18,626","3,015",44,
"Gray County, Texas",,,,
    Estimate,"18,763","2,851",134,
"Grayson County, Texas",,,,
    Estimate,"135,159","14,636",646,
"Gregg County, Texas",,,,
    Estimate,"117,196","17,949",645,
"Grimes County, Texas",,,,
    Estimate,"26,831","3,802",110,
"Guadalupe County, Texas",,,,
    Estimate,"175,823","16,156",437,
"Hale County, Texas",,,,
    Estimate,"28,886","5,920",355,
"Hall County, Texas",,,,
    Estimate,"2,710",446,7,
"Hamilton County, Texas",,,,
    Estimate,"8,009","1,319",4,
"Hansford County, Texas",,,,
    Estimate,"4,930",420,0,
"Hardeman County, Texas",,,,
    Estimate,"3,323",366,6,
"Hardin County, Texas",,,,
    Estimate,"54,867","6,672",121,
"Harris County, Texas",,,,
    Estimate,"4,597,727","732,041","35,898",
"Harrison County, Texas",,,,
    Estimate,"65,546","10,002",160,
"Hartley County, Texas",,,,
    Estimate,"3,567",358,0,
"Haskell County, Texas",,,,
    Estimate,"5,099",818,15,
"Hays County, Texas",,,,
    Estimate,"250,900","30,538","9,585",
"Hemphill County, Texas",,,,
    Estimate,"3,077",192,0,
"Henderson County, Texas",,,,
    Estimate,"80,856","11,806",420,
"Hidalgo County, Texas",,,,
    Estimate,"843,172","221,062","9,610",
"Hill County, Texas",,,,
    Estimate,"35,308","5,017",217,
"Hockley County, Texas",,,,
    Estimate,"20,021","2,478",111,
"Hood County, Texas",,,,
    Estimate,"63,347","4,917",98,
"Hopkins County, Texas",,,,
    Estimate,"35,903","4,134",58,
"Houston County, Texas",,,,
    Estimate,"18,578","2,832",80,
"Howard County, Texas",,,,
    Estimate,"27,867","3,869",152,
"Hudspeth County, Texas",,,,
    Estimate,"2,839",508,25,
"Hunt County, Texas",,,,
    Estimate,"101,483","11,571",370,
"Hutchinson County, Texas",,,,
    Estimate,"19,298","2,539",54,
"Irion County, Texas",,,,
    Estimate,"1,385",139,0,
"Jack County, Texas",,,,
    Estimate,"7,468",934,12,
"Jackson County, Texas",,,,
    Estimate,"14,301","2,018",0,
"Jasper County, Texas",,,,
    Estimate,"30,359","6,242",278,
"Jeff Davis County, Texas",,,,
    Estimate,"1,772",442,0,
"Jefferson County, Texas",,,,
    Estimate,"228,981","43,310","1,756",
"Jim Hogg County, Texas",,,,
    Estimate,"4,261","1,180",0,
"Jim Wells County, Texas",,,,
    Estimate,"36,908","8,839",351,
"Johnson County, Texas",,,,
    Estimate,"185,830","18,564",499,
"Jones County, Texas",,,,
    Estimate,"13,988","1,915",80,
"Karnes County, Texas",,,,
    Estimate,"11,166","2,083",39,
"Kaufman County, Texas",,,,
    Estimate,"163,550","15,750",590,
"Kendall County, Texas",,,,
    Estimate,"46,307","2,347",139,
"Kenedy County, Texas",,,,
    Estimate,144,22,0,
"Kent County, Texas",,,,
    Estimate,667,67,0,
"Kerr County, Texas",,,,
    Estimate,"50,264","5,594",208,
"Kimble County, Texas",,,,
    Estimate,"4,255",471,0,
"King County, Texas",,,,
    Estimate,206,50,0,
"Kinney County, Texas",,,,
    Estimate,"2,748",236,0,
"Kleberg County, Texas",,,,
    Estimate,"27,513","7,579","1,433",
"Knox County, Texas",,,,
    Estimate,"3,136",476,5,
"Lamar County, Texas",,,,
    Estimate,"48,067","8,873",417,
"Lamb County, Texas",,,,
    Estimate,"12,004","1,861",61,
"Lampasas County, Texas",,,,
    Estimate,"21,995","1,997",74,
"La Salle County, Texas",,,,
    Estimate,"5,567","1,178",27,
"Lavaca County, Texas",,,,
    Estimate,"19,368","2,064",26,
"Lee County, Texas",,,,
    Estimate,"16,896","1,809",103,
"Leon County, Texas",,,,
    Estimate,"15,615","2,616",111,
"Liberty County, Texas",,,,
    Estimate,"93,877","17,294",346,
"Limestone County, Texas",,,,
    Estimate,"20,710","3,636",75,
"Lipscomb County, Texas",,,,
    Estimate,"2,740",299,0,
"Live Oak County, Texas",,,,
    Estimate,"9,726","1,678",104,
"Llano County, Texas",,,,
    Estimate,"21,694","2,573",33,
"Loving County, Texas",,,,
    Estimate,33,2,0,
"Lubbock County, Texas",,,,
    Estimate,"295,277","50,044","12,468",
"Lynn County, Texas",,,,
    Estimate,"5,475",837,32,
"McCulloch County, Texas",,,,
    Estimate,"7,200","1,074",27,
"McLennan County, Texas",,,,
    Estimate,"247,444","40,628","8,000",
"McMullen County, Texas",,,,
    Estimate,626,72,5,
"Madison County, Texas",,,,
    Estimate,"10,889","1,179",9,
"Marion County, Texas",,,,
    Estimate,"9,339","1,587",34,
"Martin County, Texas",,,,
    Estimate,"5,114",417,8,
"Mason County, Texas",,,,
    Estimate,"3,826",267,0,
"Matagorda County, Texas",,,,
    Estimate,"34,460","6,814",119,
"Maverick County, Texas",,,,
    Estimate,"54,780","12,552",618,
"Medina County, Texas",,,,
    Estimate,"49,446","4,740",9,
"Menard County, Texas",,,,
    Estimate,"1,900",360,11,
"Midland County, Texas",,,,
    Estimate,"164,484","18,590",582,
"Milam County, Texas",,,,
    Estimate,"24,283","3,101",48,
"Mills County, Texas",,,,
    Estimate,"4,244",306,4,
"Mitchell County, Texas",,,,
    Estimate,"7,315","1,035",12,
"Montague County, Texas",,,,
    Estimate,"20,264","2,843",64,
"Montgomery County, Texas",,,,
    Estimate,"653,839","60,735","2,620",
"Moore County, Texas",,,,
    Estimate,"20,212","3,592",69,
"Morris County, Texas",,,,
    Estimate,"11,396","2,205",100,
"Motley County, Texas",,,,
    Estimate,"1,148",190,0,
"Nacogdoches County, Texas",,,,
    Estimate,"57,746","12,043","2,456",
"Navarro County, Texas",,,,
    Estimate,"51,120","8,729",449,
"Newton County, Texas",,,,
    Estimate,"11,580","2,142",7,
"Nolan County, Texas",,,,
    Estimate,"13,522","2,942",69,
"Nueces County, Texas",,,,
    Estimate,"332,627","56,865","3,289",
"Ochiltree County, Texas",,,,
    Estimate,"9,253","1,151",34,
"Oldham County, Texas",,,,
    Estimate,"1,677",356,4,
"Orange County, Texas",,,,
    Estimate,"81,140","9,884",282,
"Palo Pinto County, Texas",,,,
    Estimate,"28,008","4,676",98,
"Panola County, Texas",,,,
    Estimate,"21,767","2,354",75,
"Parker County, Texas",,,,
    Estimate,"157,254","12,476",326,
"Parmer County, Texas",,,,
    Estimate,"9,293",913,78,
"Pecos County, Texas",,,,
    Estimate,"12,090","2,595",0,
"Polk County, Texas",,,,
    Estimate,"47,429","7,861",392,
"Potter County, Texas",,,,
    Estimate,"105,405","20,984",897,
"Presidio County, Texas",,,,
    Estimate,"5,577","1,844",27,
"Rains County, Texas",,,,
    Estimate,"12,442","1,261",10,
"Randall County, Texas",,,,
    Estimate,"138,113","13,278","1,257",
"Reagan County, Texas",,,,
    Estimate,"3,056",333,12,
"Real County, Texas",,,,
    Estimate,"2,623",479,40,
"Red River County, Texas",,,,
    Estimate,"11,027","1,706",37,
"Reeves County, Texas",,,,
    Estimate,"11,158","1,813",38,
"Refugio County, Texas",,,,
    Estimate,"6,411",958,1,
"Roberts County, Texas",,,,
    Estimate,832,47,0,
"Robertson County, Texas",,,,
    Estimate,"16,312","2,173",54,
"Rockwall County, Texas",,,,
    Estimate,"118,562","4,787",280,
"Runnels County, Texas",,,,
    Estimate,"9,439","1,048",15,
"Rusk County, Texas",,,,
    Estimate,"46,127","6,514",212,
"Sabine County, Texas",,,,
    Estimate,"9,500","1,064",34,
"San Augustine County, Texas",,,,
    Estimate,"7,502","2,009",22,
"San Jacinto County, Texas",,,,
    Estimate,"27,200","4,982",239,
"San Patricio County, Texas",,,,
    Estimate,"66,283","9,286",402,
"San Saba County, Texas",,,,
    Estimate,"4,920",514,31,
"Schleicher County, Texas",,,,
    Estimate,"2,250",228,2,
"Scurry County, Texas",,,,
    Estimate,"13,988","1,622",18,
"Shackelford County, Texas",,,,
    Estimate,"3,026",287,14,
"Shelby County, Texas",,,,
    Estimate,"22,725","4,618",127,
"Sherman County, Texas",,,,
    Estimate,"2,129",182,0,
"Smith County, Texas",,,,
    Estimate,"226,249","25,770","1,523",
"Somervell County, Texas",,,,
    Estimate,"9,258",707,99,
"Starr County, Texas",,,,
    Estimate,"62,503","20,541","1,210",
"Stephens County, Texas",,,,
    Estimate,"8,453","1,228",2,
"Sterling County, Texas",,,,
    Estimate,"1,358",62,3,
"Stonewall County, Texas",,,,
    Estimate,"1,128",156,0,
"Sutton County, Texas",,,,
    Estimate,"3,211",147,0,
"Swisher County, Texas",,,,
    Estimate,"6,055","1,786",116,
"Tarrant County, Texas",,,,
    Estimate,"2,057,882","224,030","14,617",
"Taylor County, Texas",,,,
    Estimate,"134,392","19,377","2,207",
"Terrell County, Texas",,,,
    Estimate,835,64,0,
"Terry County, Texas",,,,
    Estimate,"10,521","1,978",16,
"Throckmorton County, Texas",,,,
    Estimate,"1,578",376,1,
"Titus County, Texas",,,,
    Estimate,"29,818","5,034",131,
"Tom Green County, Texas",,,,
    Estimate,"110,307","11,586","1,081",
"Travis County, Texas",,,,
    Estimate,"1,262,630","137,123","15,753",
"Trinity County, Texas",,,,
    Estimate,"13,417","2,294",3,
"Tyler County, Texas",,,,
    Estimate,"17,534","3,131",4,
"Upshur County, Texas",,,,
    Estimate,"40,610","5,055",247,
"Upton County, Texas",,,,
    Estimate,"3,021",494,41,
"Uvalde County, Texas",,,,
    Estimate,"23,043","5,036",177,
"Val Verde County, Texas",,,,
    Estimate,"43,948","7,348",155,
"Van Zandt County, Texas",,,,
    Estimate,"59,793","6,536",488,
"Victoria County, Texas",,,,
    Estimate,"86,454","14,028",423,
"Walker County, Texas",,,,
    Estimate,"61,291","11,143","3,214",
"Waller County, Texas",,,,
    Estimate,"54,706","7,858","1,101",
"Ward County, Texas",,,,
    Estimate,"10,463","1,595",54,
"Washington County, Texas",,,,
    Estimate,"32,966","4,393",30,
"Webb County, Texas",,,,
    Estimate,"254,276","53,114","2,401",
"Wharton County, Texas",,,,
    Estimate,"39,522","5,302",150,
"Wheeler County, Texas",,,,
    Estimate,"4,657",683,1,
"Wichita County, Texas",,,,
    Estimate,"113,674","18,251","1,619",
"Wilbarger County, Texas",,,,
    Estimate,"11,650","2,049",154,
"Willacy County, Texas",,,,
    Estimate,"17,741","4,234",181,
"Williamson County, Texas",,,,
    Estimate,"644,259","41,311","3,024",
"Wilson County, Texas",,,,
    Estimate,"50,545","5,682",176,
"Winkler County, Texas",,,,
    Estimate,"7,183","1,170",50,
"Wise County, Texas",,,,
    Estimate,"71,019","6,185",102,
"Wood County, Texas",,,,
    Estimate,"43,940","5,489",140,
"Yoakum County, Texas",,,,
    Estimate,"7,044","1,146",0,
"Young County, Texas",,,,
    Estimate,"17,167","2,628",25,
"Zapata County, Texas",,,,
    Estimate,"12,902","4,871",250,
"Zavala County, Texas",,,,
    Estimate,"9,009","3,079",95,
"Beaver County, Utah",,,,
    Estimate,"6,613",460,9,
"Box Elder County, Utah",,,,
    Estimate,"58,351","4,917",188,
"Cache County, Utah",,,,
    Estimate,"129,581","15,478","5,522",
"Carbon County, Utah",,,,
    Estimate,"19,563","3,291",120,
"Daggett County, Utah",,,,
    Estimate,714,66,0,
"Davis County, Utah",,,,
    Estimate,"353,690","22,316","1,192",
"Duchesne County, Utah",,,,
    Estimate,"19,000","2,208",48,
"Emery County, Utah",,,,
    Estimate,"9,576","1,196",28,
"Garfield County, Utah",,,,
    Estimate,"4,878",498,0,
"Grand County, Utah",,,,
    Estimate,"9,434","1,247",32,
"Iron County, Utah",,,,
    Estimate,"58,756","7,948","2,354",
"Juab County, Utah",,,,
    Estimate,"11,851",808,3,
"Kane County, Utah",,,,
    Estimate,"7,709",752,0,
"Millard County, Utah",,,,
    Estimate,"12,680",965,36,
"Morgan County, Utah",,,,
    Estimate,"12,365",162,0,
"Piute County, Utah",,,,
    Estimate,"1,664",172,0,
"Rich County, Utah",,,,
    Estimate,"2,542",99,0,
"Salt Lake County, Utah",,,,
    Estimate,"1,135,654","91,745","11,189",
"San Juan County, Utah",,,,
    Estimate,"13,651","2,503",86,
"Sanpete County, Utah",,,,
    Estimate,"25,987","3,901",806,
"Sevier County, Utah",,,,
    Estimate,"20,790","1,980",152,
"Summit County, Utah",,,,
    Estimate,"41,601","2,016",204,
"Tooele County, Utah",,,,
    Estimate,"75,373","3,852",123,
"Uintah County, Utah",,,,
    Estimate,"35,018","4,139",71,
"Utah County, Utah",,,,
    Estimate,"653,053","56,879","18,337",
"Wasatch County, Utah",,,,
    Estimate,"35,086","1,631",79,
"Washington County, Utah",,,,
    Estimate,"187,334","18,140","2,339",
"Wayne County, Utah",,,,
    Estimate,"2,442",262,2,
"Weber County, Utah",,,,
    Estimate,"256,058","20,399","1,197",
"Addison County, Vermont",,,,
    Estimate,"33,663","2,555",130,
"Bennington County, Vermont",,,,
    Estimate,"35,618","3,973",71,
"Caledonia County, Vermont",,,,
    Estimate,"29,023","3,331",172,
"Chittenden County, Vermont",,,,
    Estimate,"155,045","15,253","4,722",
"Essex County, Vermont",,,,
    Estimate,"5,850",821,24,
"Franklin County, Vermont",,,,
    Estimate,"48,580","4,935",42,
"Grand Isle County, Vermont",,,,
    Estimate,"7,223",562,6,
"Lamoille County, Vermont",,,,
    Estimate,"24,821","1,993",194,
"Orange County, Vermont",,,,
    Estimate,"28,479","2,639",101,
"Orleans County, Vermont",,,,
    Estimate,"26,089","3,090",75,
"Rutland County, Vermont",,,,
    Estimate,"57,452","6,765",88,
"Washington County, Vermont",,,,
    Estimate,"57,486","4,892",177,
"Windham County, Vermont",,,,
    Estimate,"43,479","4,974",242,
"Windsor County, Vermont",,,,
    Estimate,"55,821","5,120",149,
"Accomack County, Virginia",,,,
    Estimate,"31,844","4,328",86,
"Albemarle County, Virginia",,,,
    Estimate,"103,533","7,925",424,
"Alleghany County, Virginia",,,,
    Estimate,"14,188","1,592",53,
"Amelia County, Virginia",,,,
    Estimate,"12,994","1,257",68,
"Amherst County, Virginia",,,,
    Estimate,"29,772","3,231",25,
"Appomattox County, Virginia",,,,
    Estimate,"15,840","2,110",85,
"Arlington County, Virginia",,,,
    Estimate,"226,455","16,767","1,293",
"Augusta County, Virginia",,,,
    Estimate,"73,233","4,715",108,
"Bath County, Virginia",,,,
    Estimate,"3,820",910,0,
"Bedford County, Virginia",,,,
    Estimate,"78,239","6,191",355,
"Bland County, Virginia",,,,
    Estimate,"5,223",732,11,
"Botetourt County, Virginia",,,,
    Estimate,"32,848","2,052",52,
"Brunswick County, Virginia",,,,
    Estimate,"13,335","1,926",57,
"Buchanan County, Virginia",,,,
    Estimate,"17,663","4,447",38,
"Buckingham County, Virginia",,,,
    Estimate,"14,483","1,816",7,
"Campbell County, Virginia",,,,
    Estimate,"53,181","5,604",522,
"Caroline County, Virginia",,,,
    Estimate,"29,829","3,024",34,
"Carroll County, Virginia",,,,
    Estimate,"28,090","4,228",65,
"Charles City County, Virginia",,,,
    Estimate,"6,472",611,22,
"Charlotte County, Virginia",,,,
    Estimate,"10,860","2,024",48,
"Chesterfield County, Virginia",,,,
    Estimate,"360,046","24,609","1,489",
"Clarke County, Virginia",,,,
    Estimate,"14,533",990,30,
"Craig County, Virginia",,,,
    Estimate,"4,428",640,0,
"Culpeper County, Virginia",,,,
    Estimate,"50,781","3,829",269,
"Cumberland County, Virginia",,,,
    Estimate,"9,610",832,76,
"Dickenson County, Virginia",,,,
    Estimate,"12,831","2,258",29,
"Dinwiddie County, Virginia",,,,
    Estimate,"26,791","3,152",43,
"Essex County, Virginia",,,,
    Estimate,"10,109","1,271",27,
"Fairfax County, Virginia",,,,
    Estimate,"1,097,798","64,924","5,507",
"Fauquier County, Virginia",,,,
    Estimate,"71,565","4,764",150,
"Floyd County, Virginia",,,,
    Estimate,"15,093","1,495",23,
"Fluvanna County, Virginia",,,,
    Estimate,"25,893","1,998",109,
"Franklin County, Virginia",,,,
    Estimate,"52,460","6,552",216,
"Frederick County, Virginia",,,,
    Estimate,"90,356","6,134",344,
"Giles County, Virginia",,,,
    Estimate,"15,967","1,504",12,
"Gloucester County, Virginia",,,,
    Estimate,"38,127","1,969",28,
"Goochland County, Virginia",,,,
    Estimate,"24,893","1,277",80,
"Grayson County, Virginia",,,,
    Estimate,"13,960","2,285",134,
"Greene County, Virginia",,,,
    Estimate,"20,427","2,773",50,
"Greensville County, Virginia",,,,
    Estimate,"7,780","1,149",26,
"Halifax County, Virginia",,,,
    Estimate,"31,836","5,454",159,
"Hanover County, Virginia",,,,
    Estimate,"106,938","6,107",244,
"Henrico County, Virginia",,,,
    Estimate,"321,319","28,039","1,848",
"Henry County, Virginia",,,,
    Estimate,"47,946","7,556",310,
"Highland County, Virginia",,,,
    Estimate,"2,270",219,0,
"Isle of Wight County, Virginia",,,,
    Estimate,"38,441","2,571",27,
"James City County, Virginia",,,,
    Estimate,"77,797","5,277",275,
"King and Queen County, Virginia",,,,
    Estimate,"6,465","1,129",28,
"King George County, Virginia",,,,
    Estimate,"26,734","2,045",209,
"King William County, Virginia",,,,
    Estimate,"17,839","1,079",13,
"Lancaster County, Virginia",,,,
    Estimate,"10,477","1,087",21,
"Lee County, Virginia",,,,
    Estimate,"19,727","5,609",168,
"Loudoun County, Virginia",,,,
    Estimate,"415,177","17,566","1,151",
"Louisa County, Virginia",,,,
    Estimate,"38,389","3,790",48,
"Lunenburg County, Virginia",,,,
    Estimate,"10,738","1,712",18,
"Madison County, Virginia",,,,
    Estimate,"13,296","1,431",52,
"Mathews County, Virginia",,,,
    Estimate,"8,365",629,7,
"Mecklenburg County, Virginia",,,,
    Estimate,"28,603","4,581",112,
"Middlesex County, Virginia",,,,
    Estimate,"10,249",759,18,
"Montgomery County, Virginia",,,,
    Estimate,"86,148","20,877","11,435",
"Nelson County, Virginia",,,,
    Estimate,"14,173","1,753",84,
"New Kent County, Virginia",,,,
    Estimate,"23,577","1,146",54,
"Northampton County, Virginia",,,,
    Estimate,"11,596","2,059",122,
"Northumberland County, Virginia",,,,
    Estimate,"11,898","1,400",12,
"Nottoway County, Virginia",,,,
    Estimate,"13,166","2,442",34,
"Orange County, Virginia",,,,
    Estimate,"35,864","3,588",51,
"Page County, Virginia",,,,
    Estimate,"22,909","2,601",8,
"Patrick County, Virginia",,,,
    Estimate,"16,672","1,968",23,
"Pittsylvania County, Virginia",,,,
    Estimate,"56,868","8,116",374,
"Powhatan County, Virginia",,,,
    Estimate,"29,592","1,367",64,
"Prince Edward County, Virginia",,,,
    Estimate,"16,622","3,464",420,
"Prince George County, Virginia",,,,
    Estimate,"33,591","2,862",210,
"Prince William County, Virginia",,,,
    Estimate,"464,092","28,561","1,513",
"Pulaski County, Virginia",,,,
    Estimate,"31,559","4,396",118,
"Rappahannock County, Virginia",,,,
    Estimate,"7,310",688,0,
"Richmond County, Virginia",,,,
    Estimate,"7,163",551,48,
