"Label (Grouping)","Total"
"    Estimate","36,813"
"    Margin of Error","*****"
"Coffee County, Tennessee",""
"    Estimate","59,710"
"    Margin of Error","*****"
"Crockett County, Tennessee",""
"    Estimate","13,944"
"    Margin of Error","*****"
"Cumberland County, Tennessee",""
"    Estimate","63,553"
"    Margin of Error","*****"
"Davidson County, Tennessee",""
"    Estimate","715,388"
"    Margin of Error","*****"
"Decatur County, Tennessee",""
"    Estimate","11,579"
"    Margin of Error","*****"
"DeKalb County, Tennessee",""
"    Estimate","20,959"
"    Margin of Error","*****"
"Dickson County, Tennessee",""
"    Estimate","55,983"
"    Margin of Error","*****"
"Dyer County, Tennessee",""
"    Estimate","36,508"
"    Margin of Error","*****"
"Fayette County, Tennessee",""
"    Estimate","43,267"
"    Margin of Error","*****"
"Fentress County, Tennessee",""
"    Estimate","19,309"
"    Margin of Error","*****"
"Franklin County, Tennessee",""
"    Estimate","43,990"
"    Margin of Error","*****"
"Gibson County, Tennessee",""
"    Estimate","50,869"
"    Margin of Error","*****"
"Giles County, Tennessee",""
"    Estimate","30,620"
"    Margin of Error","*****"
"Grainger County, Tennessee",""
"    Estimate","24,266"
"    Margin of Error","*****"
"Greene County, Tennessee",""
"    Estimate","71,628"
"    Margin of Error","*****"
"Grundy County, Tennessee",""
"    Estimate","13,819"
"    Margin of Error","*****"
"Hamblen County, Tennessee",""
"    Estimate","65,669"
"    Margin of Error","*****"
"Hamilton County, Tennessee",""
"    Estimate","376,192"
"    Margin of Error","*****"
"Hancock County, Tennessee",""
"    Estimate","6,852"
"    Margin of Error","*****"
"Hardeman County, Tennessee",""
"    Estimate","25,433"
"    Margin of Error","*****"
"Hardin County, Tennessee",""
"    Estimate","27,249"
"    Margin of Error","*****"
"Hawkins County, Tennessee",""
"    Estimate","57,964"
"    Margin of Error","*****"
"Haywood County, Tennessee",""
"    Estimate","17,475"
"    Margin of Error","*****"
"Henderson County, Tennessee",""
"    Estimate","27,980"
"    Margin of Error","*****"
"Henry County, Tennessee",""
"    Estimate","32,412"
"    Margin of Error","*****"
"Hickman County, Tennessee",""
"    Estimate","25,436"
"    Margin of Error","*****"
"Houston County, Tennessee",""
"    Estimate","8,353"
"    Margin of Error","*****"
"Humphreys County, Tennessee",""
"    Estimate","19,214"
"    Margin of Error","*****"
"Jackson County, Tennessee",""
"    Estimate","12,029"
"    Margin of Error","*****"
"Jefferson County, Tennessee",""
"    Estimate","56,864"
"    Margin of Error","*****"
"Johnson County, Tennessee",""
"    Estimate","18,196"
"    Margin of Error","*****"
"Knox County, Tennessee",""
"    Estimate","494,148"
"    Margin of Error","*****"
"Lake County, Tennessee",""
"    Estimate","6,579"
"    Margin of Error","*****"
"Lauderdale County, Tennessee",""
"    Estimate","24,784"
"    Margin of Error","*****"
"Lawrence County, Tennessee",""
"    Estimate","45,385"
"    Margin of Error","*****"
"Lewis County, Tennessee",""
"    Estimate","12,992"
"    Margin of Error","*****"
"Lincoln County, Tennessee",""
"    Estimate","35,946"
"    Margin of Error","*****"
"Loudon County, Tennessee",""
"    Estimate","58,580"
"    Margin of Error","*****"
"McMinn County, Tennessee",""
"    Estimate","54,884"
"    Margin of Error","*****"
"McNairy County, Tennessee",""
"    Estimate","25,970"
"    Margin of Error","*****"
"Macon County, Tennessee",""
"    Estimate","26,240"
"    Margin of Error","*****"
"Madison County, Tennessee",""
"    Estimate","99,295"
"    Margin of Error","*****"
"Marion County, Tennessee",""
"    Estimate","29,250"
"    Margin of Error","*****"
"Marshall County, Tennessee",""
"    Estimate","36,049"
"    Margin of Error","*****"
"Maury County, Tennessee",""
"    Estimate","107,791"
"    Margin of Error","*****"
"Meigs County, Tennessee",""
"    Estimate","13,343"
"    Margin of Error","*****"
"Monroe County, Tennessee",""
"    Estimate","47,695"
"    Margin of Error","*****"
"Montgomery County, Tennessee",""
"    Estimate","234,153"
"    Margin of Error","*****"
"Moore County, Tennessee",""
"    Estimate","6,674"
"    Margin of Error","*****"
"Morgan County, Tennessee",""
"    Estimate","21,361"
"    Margin of Error","*****"
"Obion County, Tennessee",""
"    Estimate","30,453"
"    Margin of Error","*****"
"Overton County, Tennessee",""
"    Estimate","23,065"
"    Margin of Error","*****"
"Perry County, Tennessee",""
"    Estimate","8,697"
"    Margin of Error","*****"
"Pickett County, Tennessee",""
"    Estimate","5,079"
"    Margin of Error","*****"
"Polk County, Tennessee",""
"    Estimate","17,898"
"    Margin of Error","*****"
"Putnam County, Tennessee",""
"    Estimate","82,558"
"    Margin of Error","*****"
"Rhea County, Tennessee",""
"    Estimate","33,992"
"    Margin of Error","*****"
"Roane County, Tennessee",""
"    Estimate","55,208"
"    Margin of Error","*****"
"Robertson County, Tennessee",""
"    Estimate","75,539"
"    Margin of Error","*****"
"Rutherford County, Tennessee",""
"    Estimate","360,646"
"    Margin of Error","*****"
"Scott County, Tennessee",""
"    Estimate","22,113"
"    Margin of Error","*****"
"Sequatchie County, Tennessee",""
"    Estimate","16,809"
"    Margin of Error","*****"
"Sevier County, Tennessee",""
"    Estimate","99,652"
"    Margin of Error","*****"
"Shelby County, Tennessee",""
"    Estimate","919,173"
"    Margin of Error","*****"
"Smith County, Tennessee",""
"    Estimate","20,389"
"    Margin of Error","*****"
"Stewart County, Tennessee",""
"    Estimate","14,027"
"    Margin of Error","*****"
"Sullivan County, Tennessee",""
"    Estimate","160,624"
"    Margin of Error","*****"
"Sumner County, Tennessee",""
"    Estimate","204,424"
"    Margin of Error","*****"
"Tipton County, Tennessee",""
"    Estimate","61,553"
"    Margin of Error","*****"
"Trousdale County, Tennessee",""
"    Estimate","11,957"
"    Margin of Error","*****"
"Unicoi County, Tennessee",""
"    Estimate","17,756"
"    Margin of Error","*****"
"Union County, Tennessee",""
"    Estimate","20,431"
"    Margin of Error","*****"
"Van Buren County, Tennessee",""
"    Estimate","6,437"
"    Margin of Error","*****"
"Warren County, Tennessee",""
"    Estimate","42,166"
"    Margin of Error","*****"
"Washington County, Tennessee",""
"    Estimate","136,261"
"    Margin of Error","*****"
"Wayne County, Tennessee",""
"    Estimate","16,168"
"    Margin of Error","*****"
"Weakley County, Tennessee",""
"    Estimate","33,016"
"    Margin of Error","*****"
"White County, Tennessee",""
"    Estimate","28,160"
"    Margin of Error","*****"
"Williamson County, Tennessee",""
"    Estimate","260,351"
"    Margin of Error","*****"
"Wilson County, Tennessee",""
"    Estimate","158,805"
"    Margin of Error","*****"
"Anderson County, Texas",""
"    Estimate","58,439"
"    Margin of Error","*****"
"Andrews County, Texas",""
"    Estimate","18,610"
"    Margin of Error","*****"
"Angelina County, Texas",""
"    Estimate","87,275"
"    Margin of Error","*****"
"Aransas County, Texas",""
"    Estimate","24,876"
"    Margin of Error","*****"
"Archer County, Texas",""
"    Estimate","8,867"
"    Margin of Error","*****"
"Armstrong County, Texas",""
"    Estimate","1,822"
"    Margin of Error","±126"
"Atascosa County, Texas",""
"    Estimate","51,008"
"    Margin of Error","*****"
"Austin County, Texas",""
"    Estimate","31,170"
"    Margin of Error","*****"
"Bailey County, Texas",""
"    Estimate","6,913"
"    Margin of Error","±341"
"Bandera County, Texas",""
"    Estimate","22,021"
"    Margin of Error","*****"
"Bastrop County, Texas",""
"    Estimate","106,582"
"    Margin of Error","*****"
"Baylor County, Texas",""
"    Estimate","3,485"
"    Margin of Error","*****"
"Bee County, Texas",""
"    Estimate","31,083"
"    Margin of Error","*****"
"Bell County, Texas",""
"    Estimate","386,897"
"    Margin of Error","*****"
"Bexar County, Texas",""
"    Estimate","2,067,341"
"    Margin of Error","*****"
"Blanco County, Texas",""
"    Estimate","12,446"
"    Margin of Error","*****"
"Borden County, Texas",""
"    Estimate","713"
"    Margin of Error","±135"
"Bosque County, Texas",""
"    Estimate","18,687"
"    Margin of Error","*****"
"Bowie County, Texas",""
"    Estimate","92,115"
"    Margin of Error","*****"
"Brazoria County, Texas",""
"    Estimate","391,255"
"    Margin of Error","*****"
"Brazos County, Texas",""
"    Estimate","242,311"
"    Margin of Error","*****"
"Brewster County, Texas",""
"    Estimate","9,503"
"    Margin of Error","*****"
"Briscoe County, Texas",""
"    Estimate","1,301"
"    Margin of Error","±136"
"Brooks County, Texas",""
"    Estimate","6,943"
"    Margin of Error","*****"
"Brown County, Texas",""
"    Estimate","38,347"
"    Margin of Error","*****"
"Burleson County, Texas",""
"    Estimate","18,857"
"    Margin of Error","*****"
"Burnet County, Texas",""
"    Estimate","52,652"
"    Margin of Error","*****"
"Caldwell County, Texas",""
"    Estimate","48,669"
"    Margin of Error","*****"
"Calhoun County, Texas",""
"    Estimate","19,868"
"    Margin of Error","*****"
"Callahan County, Texas",""
"    Estimate","14,241"
"    Margin of Error","*****"
"Cameron County, Texas",""
"    Estimate","426,120"
"    Margin of Error","*****"
"Camp County, Texas",""
"    Estimate","12,798"
"    Margin of Error","*****"
"Carson County, Texas",""
"    Estimate","5,801"
"    Margin of Error","*****"
"Cass County, Texas",""
"    Estimate","28,568"
"    Margin of Error","*****"
"Castro County, Texas",""
"    Estimate","7,344"
"    Margin of Error","*****"
"Chambers County, Texas",""
"    Estimate","51,498"
"    Margin of Error","*****"
"Cherokee County, Texas",""
"    Estimate","51,886"
"    Margin of Error","*****"
"Childress County, Texas",""
"    Estimate","6,743"
"    Margin of Error","*****"
"Clay County, Texas",""
"    Estimate","10,495"
"    Margin of Error","*****"
"Cochran County, Texas",""
"    Estimate","2,550"
"    Margin of Error","*****"
"Coke County, Texas",""
"    Estimate","3,353"
"    Margin of Error","*****"
"Coleman County, Texas",""
"    Estimate","7,833"
"    Margin of Error","*****"
"Collin County, Texas",""
"    Estimate","1,163,337"
"    Margin of Error","*****"
"Collingsworth County, Texas",""
"    Estimate","2,588"
"    Margin of Error","±156"
"Colorado County, Texas",""
"    Estimate","21,006"
"    Margin of Error","*****"
"Comal County, Texas",""
"    Estimate","183,826"
"    Margin of Error","*****"
"Comanche County, Texas",""
"    Estimate","13,950"
"    Margin of Error","*****"
"Concho County, Texas",""
"    Estimate","3,328"
"    Margin of Error","*****"
"Cooke County, Texas",""
"    Estimate","43,046"
"    Margin of Error","*****"
"Coryell County, Texas",""
"    Estimate","84,748"
"    Margin of Error","*****"
"Cottle County, Texas",""
"    Estimate","1,368"
"    Margin of Error","±210"
"Crane County, Texas",""
"    Estimate","4,610"
"    Margin of Error","*****"
"Crockett County, Texas",""
"    Estimate","2,822"
"    Margin of Error","±282"
"Crosby County, Texas",""
"    Estimate","5,041"
"    Margin of Error","*****"
"Culberson County, Texas",""
"    Estimate","2,195"
"    Margin of Error","*****"
"Dallam County, Texas",""
"    Estimate","7,298"
"    Margin of Error","*****"
"Dallas County, Texas",""
"    Estimate","2,621,179"
"    Margin of Error","*****"
"Dawson County, Texas",""
"    Estimate","12,134"
"    Margin of Error","*****"
"Deaf Smith County, Texas",""
"    Estimate","18,460"
"    Margin of Error","*****"
"Delta County, Texas",""
"    Estimate","5,438"
"    Margin of Error","*****"
"Denton County, Texas",""
"    Estimate","979,561"
"    Margin of Error","*****"
"DeWitt County, Texas",""
"    Estimate","20,016"
"    Margin of Error","*****"
"Dickens County, Texas",""
"    Estimate","1,747"
"    Margin of Error","±156"
"Dimmit County, Texas",""
"    Estimate","8,380"
"    Margin of Error","*****"
"Donley County, Texas",""
"    Estimate","3,257"
"    Margin of Error","*****"
"Duval County, Texas",""
"    Estimate","9,742"
"    Margin of Error","*****"
"Eastland County, Texas",""
"    Estimate","18,011"
"    Margin of Error","*****"
"Ector County, Texas",""
"    Estimate","164,654"
"    Margin of Error","*****"
"Edwards County, Texas",""
"    Estimate","1,290"
"    Margin of Error","±280"
"Ellis County, Texas",""
"    Estimate","213,160"
"    Margin of Error","*****"
"El Paso County, Texas",""
"    Estimate","870,779"
"    Margin of Error","*****"
"Erath County, Texas",""
"    Estimate","43,794"
"    Margin of Error","*****"
"Falls County, Texas",""
"    Estimate","17,291"
"    Margin of Error","*****"
"Fannin County, Texas",""
"    Estimate","37,326"
"    Margin of Error","*****"
"Fayette County, Texas",""
"    Estimate","25,042"
"    Margin of Error","*****"
"Fisher County, Texas",""
"    Estimate","3,655"
"    Margin of Error","*****"
"Floyd County, Texas",""
"    Estimate","5,216"
"    Margin of Error","*****"
"Foard County, Texas",""
"    Estimate","991"
"    Margin of Error","±172"
"Fort Bend County, Texas",""
"    Estimate","893,767"
"    Margin of Error","*****"
"Franklin County, Texas",""
"    Estimate","10,632"
"    Margin of Error","*****"
"Freestone County, Texas",""
"    Estimate","20,049"
"    Margin of Error","*****"
"Frio County, Texas",""
"    Estimate","18,582"
"    Margin of Error","*****"
"Gaines County, Texas",""
"    Estimate","22,232"
"    Margin of Error","*****"
"Galveston County, Texas",""
"    Estimate","358,990"
"    Margin of Error","*****"
"Garza County, Texas",""
"    Estimate","5,118"
"    Margin of Error","±210"
"Gillespie County, Texas",""
"    Estimate","27,524"
"    Margin of Error","*****"
"Glasscock County, Texas",""
"    Estimate","1,068"
"    Margin of Error","±146"
"Goliad County, Texas",""
"    Estimate","7,141"
"    Margin of Error","*****"
"Gonzales County, Texas",""
"    Estimate","19,851"
"    Margin of Error","*****"
"Gray County, Texas",""
"    Estimate","21,045"
"    Margin of Error","*****"
"Grayson County, Texas",""
"    Estimate","143,337"
"    Margin of Error","*****"
"Gregg County, Texas",""
"    Estimate","125,480"
"    Margin of Error","*****"
"Grimes County, Texas",""
"    Estimate","31,340"
"    Margin of Error","*****"
"Guadalupe County, Texas",""
"    Estimate","183,642"
"    Margin of Error","*****"
"Hale County, Texas",""
"    Estimate","32,131"
"    Margin of Error","*****"
"Hall County, Texas",""
"    Estimate","2,820"
"    Margin of Error","*****"
"Hamilton County, Texas",""
"    Estimate","8,406"
"    Margin of Error","*****"
"Hansford County, Texas",""
"    Estimate","5,119"
"    Margin of Error","*****"
"Hardeman County, Texas",""
"    Estimate","3,501"
"    Margin of Error","*****"
"Hardin County, Texas",""
"    Estimate","57,642"
"    Margin of Error","*****"
"Harris County, Texas",""
"    Estimate","4,838,303"
"    Margin of Error","*****"
"Harrison County, Texas",""
"    Estimate","70,155"
"    Margin of Error","*****"
"Hartley County, Texas",""
"    Estimate","5,215"
"    Margin of Error","*****"
"Haskell County, Texas",""
"    Estimate","5,421"
"    Margin of Error","*****"
"Hays County, Texas",""
"    Estimate","268,638"
"    Margin of Error","*****"
"Hemphill County, Texas",""
"    Estimate","3,234"
"    Margin of Error","*****"
"Henderson County, Texas",""
"    Estimate","84,862"
"    Margin of Error","*****"
"Hidalgo County, Texas",""
"    Estimate","891,977"
"    Margin of Error","*****"
"Hill County, Texas",""
"    Estimate","37,328"
"    Margin of Error","*****"
"Hockley County, Texas",""
"    Estimate","21,363"
"    Margin of Error","*****"
"Hood County, Texas",""
"    Estimate","65,894"
"    Margin of Error","*****"
"Hopkins County, Texas",""
"    Estimate","37,784"
"    Margin of Error","*****"
"Houston County, Texas",""
"    Estimate","22,051"
"    Margin of Error","*****"
"Howard County, Texas",""
"    Estimate","32,290"
"    Margin of Error","*****"
"Hudspeth County, Texas",""
"    Estimate","3,403"
"    Margin of Error","*****"
"Hunt County, Texas",""
"    Estimate","108,972"
"    Margin of Error","*****"
"Hutchinson County, Texas",""
"    Estimate","20,184"
"    Margin of Error","*****"
"Irion County, Texas",""
"    Estimate","1,409"
"    Margin of Error","±148"
"Jack County, Texas",""
"    Estimate","8,882"
"    Margin of Error","*****"
"Jackson County, Texas",""
"    Estimate","15,152"
"    Margin of Error","*****"
"Jasper County, Texas",""
"    Estimate","32,727"
"    Margin of Error","*****"
"Jeff Davis County, Texas",""
"    Estimate","1,865"
"    Margin of Error","±341"
"Jefferson County, Texas",""
"    Estimate","253,878"
"    Margin of Error","*****"
"Jim Hogg County, Texas",""
"    Estimate","4,727"
"    Margin of Error","*****"
"Jim Wells County, Texas",""
"    Estimate","38,850"
"    Margin of Error","*****"
"Johnson County, Texas",""
"    Estimate","195,597"
"    Margin of Error","*****"
"Jones County, Texas",""
"    Estimate","20,304"
"    Margin of Error","*****"
"Karnes County, Texas",""
"    Estimate","14,968"
"    Margin of Error","*****"
"Kaufman County, Texas",""
"    Estimate","172,604"
"    Margin of Error","*****"
"Kendall County, Texas",""
"    Estimate","48,567"
"    Margin of Error","*****"
"Kenedy County, Texas",""
"    Estimate","145"
"    Margin of Error","±90"
"Kent County, Texas",""
"    Estimate","734"
"    Margin of Error","±117"
"Kerr County, Texas",""
"    Estimate","53,489"
"    Margin of Error","*****"
"Kimble County, Texas",""
"    Estimate","4,389"
"    Margin of Error","*****"
"King County, Texas",""
"    Estimate","211"
"    Margin of Error","±83"
"Kinney County, Texas",""
"    Estimate","3,157"
"    Margin of Error","*****"
"Kleberg County, Texas",""
"    Estimate","30,579"
"    Margin of Error","*****"
"Knox County, Texas",""
"    Estimate","3,307"
"    Margin of Error","*****"
"Lamar County, Texas",""
"    Estimate","50,669"
"    Margin of Error","*****"
"Lamb County, Texas",""
"    Estimate","12,828"
"    Margin of Error","*****"
"Lampasas County, Texas",""
"    Estimate","22,715"
"    Margin of Error","*****"
"La Salle County, Texas",""
"    Estimate","6,839"
"    Margin of Error","±90"
"Lavaca County, Texas",""
"    Estimate","20,552"
"    Margin of Error","*****"
"Lee County, Texas",""
"    Estimate","17,971"
"    Margin of Error","*****"
"Leon County, Texas",""
"    Estimate","16,263"
"    Margin of Error","*****"
"Liberty County, Texas",""
"    Estimate","103,380"
"    Margin of Error","*****"
"Limestone County, Texas",""
"    Estimate","22,283"
"    Margin of Error","*****"
"Lipscomb County, Texas",""
"    Estimate","2,918"
"    Margin of Error","*****"
"Live Oak County, Texas",""
"    Estimate","11,620"
"    Margin of Error","*****"
"Llano County, Texas",""
"    Estimate","22,424"
"    Margin of Error","*****"
"Loving County, Texas",""
"    Estimate","33"
"    Margin of Error","±30"
"Lubbock County, Texas",""
"    Estimate","318,884"
"    Margin of Error","*****"
"Lynn County, Texas",""
"    Estimate","5,752"
"    Margin of Error","*****"
"McCulloch County, Texas",""
"    Estimate","7,514"
"    Margin of Error","*****"
"McLennan County, Texas",""
"    Estimate","266,067"
"    Margin of Error","*****"
"McMullen County, Texas",""
"    Estimate","700"
"    Margin of Error","±280"
"Madison County, Texas",""
"    Estimate","13,648"
"    Margin of Error","*****"
"Marion County, Texas",""
"    Estimate","9,737"
"    Margin of Error","*****"
"Martin County, Texas",""
"    Estimate","5,218"
"    Margin of Error","*****"
"Mason County, Texas",""
"    Estimate","3,955"
"    Margin of Error","*****"
"Matagorda County, Texas",""
"    Estimate","36,329"
"    Margin of Error","*****"
"Maverick County, Texas",""
"    Estimate","58,082"
"    Margin of Error","*****"
"Medina County, Texas",""
"    Estimate","53,547"
"    Margin of Error","*****"
"Menard County, Texas",""
"    Estimate","1,955"
"    Margin of Error","*****"
"Midland County, Texas",""
"    Estimate","174,801"
"    Margin of Error","*****"
"Milam County, Texas",""
"    Estimate","25,567"
"    Margin of Error","*****"
"Mills County, Texas",""
"    Estimate","4,511"
"    Margin of Error","*****"
"Mitchell County, Texas",""
"    Estimate","9,018"
"    Margin of Error","*****"
"Montague County, Texas",""
"    Estimate","21,046"
"    Margin of Error","*****"
"Montgomery County, Texas",""
"    Estimate","684,432"
"    Margin of Error","*****"
"Moore County, Texas",""
"    Estimate","21,373"
"    Margin of Error","*****"
"Morris County, Texas",""
"    Estimate","12,076"
"    Margin of Error","*****"
"Motley County, Texas",""
"    Estimate","1,183"
"    Margin of Error","±136"
"Nacogdoches County, Texas",""
"    Estimate","65,162"
"    Margin of Error","*****"
"Navarro County, Texas",""
"    Estimate","54,711"
"    Margin of Error","*****"
"Newton County, Texas",""
"    Estimate","12,093"
"    Margin of Error","*****"
"Nolan County, Texas",""
"    Estimate","14,454"
"    Margin of Error","*****"
"Nueces County, Texas",""
"    Estimate","352,955"
"    Margin of Error","*****"
"Ochiltree County, Texas",""
"    Estimate","9,786"
"    Margin of Error","*****"
"Oldham County, Texas",""
"    Estimate","2,249"
"    Margin of Error","±227"
"Orange County, Texas",""
"    Estimate","85,307"
"    Margin of Error","*****"
"Palo Pinto County, Texas",""
"    Estimate","29,295"
"    Margin of Error","*****"
"Panola County, Texas",""
"    Estimate","22,726"
"    Margin of Error","*****"
"Parker County, Texas",""
"    Estimate","165,168"
"    Margin of Error","*****"
"Parmer County, Texas",""
"    Estimate","9,731"
"    Margin of Error","*****"
"Pecos County, Texas",""
"    Estimate","14,896"
"    Margin of Error","*****"
"Polk County, Texas",""
"    Estimate","52,800"
"    Margin of Error","*****"
"Potter County, Texas",""
"    Estimate","115,975"
"    Margin of Error","*****"
"Presidio County, Texas",""
"    Estimate","5,930"
"    Margin of Error","*****"
"Rains County, Texas",""
"    Estimate","12,775"
"    Margin of Error","*****"
"Randall County, Texas",""
"    Estimate","146,070"
"    Margin of Error","*****"
"Reagan County, Texas",""
"    Estimate","3,232"
"    Margin of Error","*****"
"Real County, Texas",""
"    Estimate","2,802"
"    Margin of Error","*****"
"Red River County, Texas",""
"    Estimate","11,611"
"    Margin of Error","*****"
"Reeves County, Texas",""
"    Estimate","12,664"
"    Margin of Error","*****"
"Refugio County, Texas",""
"    Estimate","6,707"
"    Margin of Error","*****"
"Roberts County, Texas",""
"    Estimate","832"
"    Margin of Error","±126"
"Robertson County, Texas",""
"    Estimate","17,167"
"    Margin of Error","*****"
"Rockwall County, Texas",""
"    Estimate","123,617"
"    Margin of Error","*****"
"Runnels County, Texas",""
"    Estimate","9,874"
"    Margin of Error","*****"
"Rusk County, Texas",""
"    Estimate","52,842"
"    Margin of Error","*****"
"Sabine County, Texas",""
"    Estimate","10,023"
"    Margin of Error","*****"
"San Augustine County, Texas",""
"    Estimate","7,874"
"    Margin of Error","*****"
"San Jacinto County, Texas",""
"    Estimate","28,441"
"    Margin of Error","*****"
"San Patricio County, Texas",""
"    Estimate","70,181"
"    Margin of Error","*****"
"San Saba County, Texas",""
"    Estimate","5,696"
"    Margin of Error","*****"
"Schleicher County, Texas",""
"    Estimate","2,381"
"    Margin of Error","*****"
"Scurry County, Texas",""
"    Estimate","16,488"
"    Margin of Error","*****"
"Shackelford County, Texas",""
"    Estimate","3,175"
"    Margin of Error","*****"
"Shelby County, Texas",""
"    Estimate","24,155"
"    Margin of Error","*****"
"Sherman County, Texas",""
"    Estimate","2,295"
"    Margin of Error","±227"
"Smith County, Texas",""
"    Estimate","241,740"
"    Margin of Error","*****"
"Somervell County, Texas",""
"    Estimate","9,691"
"    Margin of Error","*****"
"Starr County, Texas",""
"    Estimate","66,067"
"    Margin of Error","*****"
"Stephens County, Texas",""
"    Estimate","9,351"
"    Margin of Error","*****"
"Sterling County, Texas",""
"    Estimate","1,468"
"    Margin of Error","±172"
"Stonewall County, Texas",""
"    Estimate","1,227"
"    Margin of Error","±117"
"Sutton County, Texas",""
"    Estimate","3,277"
"    Margin of Error","*****"
"Swisher County, Texas",""
"    Estimate","6,937"
"    Margin of Error","*****"
"Tarrant County, Texas",""
"    Estimate","2,167,390"
"    Margin of Error","*****"
"Taylor County, Texas",""
"    Estimate","145,863"
"    Margin of Error","*****"
"Terrell County, Texas",""
"    Estimate","835"
"    Margin of Error","±282"
"Terry County, Texas",""
"    Estimate","11,629"
"    Margin of Error","*****"
"Throckmorton County, Texas",""
"    Estimate","1,639"
"    Margin of Error","±148"
"Titus County, Texas",""
"    Estimate","31,363"
"    Margin of Error","*****"
"Tom Green County, Texas",""
"    Estimate","119,577"
"    Margin of Error","*****"
"Travis County, Texas",""
"    Estimate","1,330,015"
"    Margin of Error","*****"
"Trinity County, Texas",""
"    Estimate","14,046"
"    Margin of Error","*****"
"Tyler County, Texas",""
"    Estimate","20,238"
"    Margin of Error","*****"
"Upshur County, Texas",""
"    Estimate","42,567"
"    Margin of Error","*****"
"Upton County, Texas",""
"    Estimate","3,191"
"    Margin of Error","*****"
"Uvalde County, Texas",""
"    Estimate","24,881"
"    Margin of Error","*****"
"Val Verde County, Texas",""
"    Estimate","47,741"
"    Margin of Error","*****"
"Van Zandt County, Texas",""
"    Estimate","62,649"
"    Margin of Error","*****"
"Victoria County, Texas",""
"    Estimate","91,413"
"    Margin of Error","*****"
"Walker County, Texas",""
"    Estimate","80,209"
"    Margin of Error","*****"
"Waller County, Texas",""
"    Estimate","61,552"
"    Margin of Error","*****"
"Ward County, Texas",""
"    Estimate","11,144"
"    Margin of Error","*****"
"Washington County, Texas",""
"    Estimate","36,647"
"    Margin of Error","*****"
"Webb County, Texas",""
"    Estimate","269,294"
"    Margin of Error","*****"
"Wharton County, Texas",""
"    Estimate","41,794"
"    Margin of Error","*****"
"Wheeler County, Texas",""
"    Estimate","4,862"
"    Margin of Error","*****"
"Wichita County, Texas",""
"    Estimate","129,996"
"    Margin of Error","*****"
"Wilbarger County, Texas",""
"    Estimate","12,616"
"    Margin of Error","*****"
"Willacy County, Texas",""
"    Estimate","20,139"
"    Margin of Error","*****"
"Williamson County, Texas",""
"    Estimate","672,688"
"    Margin of Error","*****"
"Wilson County, Texas",""
"    Estimate","52,781"
"    Margin of Error","*****"
"Winkler County, Texas",""
"    Estimate","7,454"
"    Margin of Error","*****"
"Wise County, Texas",""
"    Estimate","75,005"
"    Margin of Error","*****"
"Wood County, Texas",""
"    Estimate","46,961"
"    Margin of Error","*****"
"Yoakum County, Texas",""
"    Estimate","7,571"
"    Margin of Error","*****"
"Young County, Texas",""
"    Estimate","18,029"
"    Margin of Error","*****"
"Zapata County, Texas",""
"    Estimate","13,841"
"    Margin of Error","*****"
"Zavala County, Texas",""
"    Estimate","9,412"
"    Margin of Error","*****"
"Beaver County, Utah",""
"    Estimate","7,273"
"    Margin of Error","*****"
"Box Elder County, Utah",""
"    Estimate","61,246"
"    Margin of Error","*****"
"Cache County, Utah",""
"    Estimate","140,046"
"    Margin of Error","*****"
"Carbon County, Utah",""
"    Estimate","20,517"
"    Margin of Error","*****"
"Daggett County, Utah",""
"    Estimate","783"
"    Margin of Error","±109"
"Davis County, Utah",""
"    Estimate","370,924"
"    Margin of Error","*****"
"Duchesne County, Utah",""
"    Estimate","20,185"
"    Margin of Error","*****"
"Emery County, Utah",""
"    Estimate","10,046"
"    Margin of Error","*****"
"Garfield County, Utah",""
"    Estimate","5,219"
"    Margin of Error","*****"
"Grand County, Utah",""
"    Estimate","9,754"
"    Margin of Error","*****"
"Iron County, Utah",""
"    Estimate","62,252"
"    Margin of Error","*****"
"Juab County, Utah",""
"    Estimate","12,586"
"    Margin of Error","*****"
"Kane County, Utah",""
"    Estimate","8,170"
"    Margin of Error","*****"
"Millard County, Utah",""
"    Estimate","13,315"
"    Margin of Error","*****"
"Morgan County, Utah",""
"    Estimate","12,802"
"    Margin of Error","*****"
"Piute County, Utah",""
"    Estimate","1,694"
"    Margin of Error","±109"
"Rich County, Utah",""
"    Estimate","2,631"
"    Margin of Error","*****"
"Salt Lake County, Utah",""
"    Estimate","1,196,523"
"    Margin of Error","*****"
"San Juan County, Utah",""
"    Estimate","14,483"
"    Margin of Error","*****"
"Sanpete County, Utah",""
"    Estimate","29,719"
"    Margin of Error","*****"
"Sevier County, Utah",""
"    Estimate","22,085"
"    Margin of Error","*****"
"Summit County, Utah",""
"    Estimate","42,970"
"    Margin of Error","*****"
"Tooele County, Utah",""
"    Estimate","79,347"
"    Margin of Error","*****"
"Uintah County, Utah",""
"    Estimate","37,056"
"    Margin of Error","*****"
"Utah County, Utah",""
"    Estimate","705,400"
"    Margin of Error","*****"
"Wasatch County, Utah",""
"    Estimate","36,642"
"    Margin of Error","*****"
"Washington County, Utah",""
"    Estimate","196,431"
"    Margin of Error","*****"
"Wayne County, Utah",""
"    Estimate","2,584"
"    Margin of Error","*****"
"Weber County, Utah",""
"    Estimate","269,648"
"    Margin of Error","*****"
"Addison County, Vermont",""
"    Estimate","37,664"
